years_experience,job_role,main_language,education,company_size,salary
17,풀스택,C#,석사,중견기업 (300~1000명),8740
1,프론트엔드,기타,석사,대기업 (1000명~),5570
5,모바일,C#,고졸,중견기업 (300~1000명),5490
18,백엔드,JavaScript/TypeScript,학사,중소기업 (50~300명),8180
14,데이터 분석가,C#,석사,스타트업 (~50명),7090
7,QA,Java,석사,스타트업 (~50명),6480
13,모바일,SQL,학사,중견기업 (300~1000명),7880
23,백엔드,Kotlin,학사,중소기업 (50~300명),8520
10,ML 엔지니어,Java,학사,스타트업 (~50명),8120
1,프론트엔드,Go,석사,대기업 (1000명~),5220
8,프론트엔드,C#,석사,중견기업 (300~1000명),6640
24,프론트엔드,Java,학사,대기업 (1000명~),8990
19,DevOps/인프라,Java,학사,중소기업 (50~300명),9040
21,QA,Kotlin,학사,대기업 (1000명~),9560
23,데이터 엔지니어,JavaScript/TypeScript,석사,스타트업 (~50명),9080
3,데이터 엔지니어,C#,석사,스타트업 (~50명),5360
7,데이터 엔지니어,JavaScript/TypeScript,석사,대기업 (1000명~),7260
1,데이터 엔지니어,Go,학사,대기업 (1000명~),5630
0,데이터 분석가,Python,학사,중소기업 (50~300명),3600
21,QA,C/C++,학사,스타트업 (~50명),8430
24,ML 엔지니어,C#,학사,중소기업 (50~300명),8660
4,백엔드,C/C++,학사,중견기업 (300~1000명),6180
18,모바일,Go,석사,대기업 (1000명~),9300
13,QA,Java,학사,중소기업 (50~300명),6250
1,모바일,C/C++,학사,스타트업 (~50명),4730
23,프론트엔드,Kotlin,박사,중견기업 (300~1000명),8750
22,DevOps/인프라,C/C++,학사,중견기업 (300~1000명),8620
14,데이터 엔지니어,Java,고졸,중소기업 (50~300명),7100
18,데이터 엔지니어,SQL,석사,중견기업 (300~1000명),8210
10,모바일,SQL,학사,대기업 (1000명~),7610
20,프론트엔드,Kotlin,학사,스타트업 (~50명),7900
11,모바일,SQL,학사,중견기업 (300~1000명),7100
25,모바일,SQL,석사,중견기업 (300~1000명),9130
1,QA,Kotlin,학사,중소기업 (50~300명),4340
4,풀스택,C#,학사,대기업 (1000명~),6820
25,프론트엔드,Python,학사,중견기업 (300~1000명),8710
7,모바일,Go,고졸,중소기업 (50~300명),6090
8,QA,JavaScript/TypeScript,석사,스타트업 (~50명),5970
20,데이터 분석가,Kotlin,학사,중견기업 (300~1000명),8250
4,모바일,C#,학사,스타트업 (~50명),6330
13,ML 엔지니어,기타,학사,스타트업 (~50명),7320
7,데이터 엔지니어,Go,학사,중소기업 (50~300명),6170
5,풀스택,C#,학사,중견기업 (300~1000명),6690
25,QA,기타,학사,대기업 (1000명~),8740
5,데이터 엔지니어,C#,학사,중견기업 (300~1000명),6600
2,백엔드,C/C++,학사,대기업 (1000명~),5880
17,모바일,C/C++,석사,중소기업 (50~300명),8550
22,QA,SQL,박사,중소기업 (50~300명),8240
3,모바일,Kotlin,학사,대기업 (1000명~),7000
18,데이터 엔지니어,Java,학사,중소기업 (50~300명),7500
14,데이터 엔지니어,C#,고졸,대기업 (1000명~),8000
21,ML 엔지니어,C/C++,고졸,중소기업 (50~300명),9080
3,DevOps/인프라,Go,학사,스타트업 (~50명),5680
25,프론트엔드,Python,석사,중견기업 (300~1000명),10070
16,데이터 분석가,Kotlin,석사,스타트업 (~50명),7510
21,데이터 분석가,Kotlin,학사,스타트업 (~50명),8020
9,프론트엔드,JavaScript/TypeScript,박사,스타트업 (~50명),7840
24,ML 엔지니어,Java,학사,스타트업 (~50명),7930
16,프론트엔드,Go,학사,중소기업 (50~300명),6910
3,데이터 분석가,JavaScript/TypeScript,학사,대기업 (1000명~),5880
23,풀스택,기타,학사,중소기업 (50~300명),8530
20,프론트엔드,Kotlin,석사,대기업 (1000명~),8330
7,DevOps/인프라,기타,학사,중견기업 (300~1000명),7000
14,풀스택,C#,학사,스타트업 (~50명),7310
10,풀스택,기타,학사,스타트업 (~50명),7400
14,DevOps/인프라,Python,석사,대기업 (1000명~),9040
25,DevOps/인프라,JavaScript/TypeScript,학사,중견기업 (300~1000명),9090
23,백엔드,Python,학사,대기업 (1000명~),9780
5,풀스택,Kotlin,학사,중소기업 (50~300명),6280
25,ML 엔지니어,C#,석사,중견기업 (300~1000명),9650
11,DevOps/인프라,JavaScript/TypeScript,학사,중견기업 (300~1000명),6900
18,QA,JavaScript/TypeScript,학사,대기업 (1000명~),8090
19,데이터 분석가,Go,석사,스타트업 (~50명),8000
12,백엔드,Java,고졸,대기업 (1000명~),7850
11,DevOps/인프라,C#,학사,중소기업 (50~300명),6080
11,프론트엔드,Go,학사,대기업 (1000명~),7740
22,프론트엔드,JavaScript/TypeScript,학사,중소기업 (50~300명),8110
10,ML 엔지니어,JavaScript/TypeScript,학사,중견기업 (300~1000명),7820
7,데이터 엔지니어,C/C++,학사,중소기업 (50~300명),7340
9,백엔드,Go,학사,대기업 (1000명~),7730
5,프론트엔드,JavaScript/TypeScript,고졸,중소기업 (50~300명),5330
10,데이터 엔지니어,C/C++,학사,중소기업 (50~300명),6260
2,풀스택,C#,박사,중견기업 (300~1000명),6440
2,ML 엔지니어,Java,학사,중견기업 (300~1000명),5630
18,모바일,Go,학사,중소기업 (50~300명),8290
2,데이터 엔지니어,Java,학사,중견기업 (300~1000명),6400
14,데이터 분석가,Java,석사,중소기업 (50~300명),6820
20,모바일,JavaScript/TypeScript,학사,중견기업 (300~1000명),8530
18,모바일,JavaScript/TypeScript,학사,중견기업 (300~1000명),8660
11,ML 엔지니어,Python,학사,중견기업 (300~1000명),8240
5,데이터 분석가,기타,학사,대기업 (1000명~),5670
24,데이터 엔지니어,JavaScript/TypeScript,석사,중소기업 (50~300명),8400
21,데이터 엔지니어,SQL,석사,스타트업 (~50명),7680
15,프론트엔드,기타,석사,중견기업 (300~1000명),8120
2,QA,SQL,학사,스타트업 (~50명),4940
0,데이터 엔지니어,SQL,학사,스타트업 (~50명),2800
8,ML 엔지니어,Python,학사,중견기업 (300~1000명),7210
4,DevOps/인프라,C/C++,석사,중소기업 (50~300명),6590
22,QA,Kotlin,석사,중소기업 (50~300명),8370
5,ML 엔지니어,Go,석사,대기업 (1000명~),8080
7,DevOps/인프라,Python,학사,스타트업 (~50명),6170
25,데이터 분석가,Go,석사,스타트업 (~50명),8120
21,ML 엔지니어,SQL,학사,스타트업 (~50명),8250
5,풀스택,SQL,석사,스타트업 (~50명),5970
9,ML 엔지니어,C/C++,학사,중견기업 (300~1000명),7810
13,백엔드,JavaScript/TypeScript,학사,중견기업 (300~1000명),7890
17,QA,JavaScript/TypeScript,고졸,중견기업 (300~1000명),7680
24,풀스택,JavaScript/TypeScript,박사,중소기업 (50~300명),9430
22,데이터 엔지니어,C/C++,학사,중소기업 (50~300명),8280
25,백엔드,JavaScript/TypeScript,학사,스타트업 (~50명),7630
1,프론트엔드,C#,학사,중견기업 (300~1000명),5320
6,QA,Python,학사,중견기업 (300~1000명),6410
14,DevOps/인프라,JavaScript/TypeScript,석사,스타트업 (~50명),7720
1,풀스택,JavaScript/TypeScript,고졸,대기업 (1000명~),4910
9,프론트엔드,Java,학사,중견기업 (300~1000명),7760
3,DevOps/인프라,SQL,석사,중소기업 (50~300명),6160
24,QA,Kotlin,학사,중견기업 (300~1000명),8460
1,프론트엔드,기타,학사,중견기업 (300~1000명),4630
3,데이터 엔지니어,Go,고졸,스타트업 (~50명),5990
5,풀스택,Python,학사,스타트업 (~50명),5320
3,ML 엔지니어,기타,학사,중견기업 (300~1000명),7230
14,모바일,C#,고졸,대기업 (1000명~),7630
9,프론트엔드,Kotlin,학사,중견기업 (300~1000명),7800
23,풀스택,C/C++,석사,중견기업 (300~1000명),8860
6,데이터 분석가,C#,석사,중견기업 (300~1000명),7380
13,DevOps/인프라,C#,석사,중소기업 (50~300명),7220
17,백엔드,JavaScript/TypeScript,학사,스타트업 (~50명),7500
16,QA,C#,학사,중소기업 (50~300명),7670
20,데이터 엔지니어,Kotlin,박사,대기업 (1000명~),9950
5,DevOps/인프라,Python,석사,대기업 (1000명~),7710
13,QA,Java,학사,대기업 (1000명~),7580
20,프론트엔드,SQL,학사,스타트업 (~50명),7690
22,백엔드,Go,학사,중소기업 (50~300명),8930
16,ML 엔지니어,기타,학사,중견기업 (300~1000명),7930
16,프론트엔드,Go,학사,스타트업 (~50명),7710
22,프론트엔드,Go,고졸,스타트업 (~50명),7820
16,데이터 분석가,기타,박사,중견기업 (300~1000명),8440
24,QA,Go,학사,중견기업 (300~1000명),8700
3,DevOps/인프라,JavaScript/TypeScript,학사,중견기업 (300~1000명),5630
9,데이터 분석가,C#,학사,중소기업 (50~300명),6440
2,프론트엔드,JavaScript/TypeScript,석사,중소기업 (50~300명),5470
2,모바일,C/C++,석사,스타트업 (~50명),5290
12,ML 엔지니어,Kotlin,학사,스타트업 (~50명),8110
5,프론트엔드,Java,학사,중소기업 (50~300명),6370
10,데이터 분석가,Kotlin,학사,중소기업 (50~300명),6960
11,백엔드,Go,석사,대기업 (1000명~),7840
16,풀스택,JavaScript/TypeScript,학사,중소기업 (50~300명),7160
24,풀스택,Python,석사,스타트업 (~50명),9350
22,ML 엔지니어,Kotlin,학사,스타트업 (~50명),8050
9,QA,SQL,학사,중견기업 (300~1000명),6780
8,프론트엔드,Kotlin,학사,스타트업 (~50명),6490
20,DevOps/인프라,C/C++,학사,스타트업 (~50명),7860
3,데이터 엔지니어,Go,학사,중소기업 (50~300명),5410
14,QA,C/C++,학사,중소기업 (50~300명),6840
10,QA,C/C++,석사,중견기업 (300~1000명),7030
4,백엔드,JavaScript/TypeScript,학사,중소기업 (50~300명),5460
16,ML 엔지니어,Java,박사,스타트업 (~50명),9400
8,데이터 엔지니어,기타,학사,중견기업 (300~1000명),6940
4,프론트엔드,Go,학사,중소기업 (50~300명),5610
16,풀스택,Java,석사,중견기업 (300~1000명),8200
4,QA,SQL,석사,스타트업 (~50명),5830
17,데이터 분석가,Java,학사,중견기업 (300~1000명),7810
4,모바일,Go,석사,중소기업 (50~300명),6540
11,풀스택,Java,학사,중소기업 (50~300명),6360
21,DevOps/인프라,C/C++,고졸,중소기업 (50~300명),8680
5,풀스택,Go,학사,대기업 (1000명~),6910
19,프론트엔드,기타,학사,스타트업 (~50명),7500
18,데이터 엔지니어,기타,학사,대기업 (1000명~),8360
23,QA,기타,학사,대기업 (1000명~),8210
4,프론트엔드,JavaScript/TypeScript,석사,중소기업 (50~300명),5180
18,풀스택,Python,석사,중소기업 (50~300명),7730
24,데이터 분석가,기타,석사,중소기업 (50~300명),8720
19,프론트엔드,기타,석사,대기업 (1000명~),8340
4,데이터 엔지니어,JavaScript/TypeScript,학사,중견기업 (300~1000명),5580
21,풀스택,Python,고졸,중소기업 (50~300명),7570
2,프론트엔드,Go,학사,스타트업 (~50명),4950
15,풀스택,Python,학사,대기업 (1000명~),8130
12,QA,Python,학사,스타트업 (~50명),6660
13,QA,기타,학사,스타트업 (~50명),7160
13,데이터 분석가,C#,학사,중소기업 (50~300명),7670
0,모바일,Java,학사,중소기업 (50~300명),4830
13,DevOps/인프라,Go,학사,대기업 (1000명~),7560
24,프론트엔드,C/C++,학사,중견기업 (300~1000명),8350
11,데이터 엔지니어,C#,학사,스타트업 (~50명),7210
7,ML 엔지니어,기타,박사,중소기업 (50~300명),7480
25,ML 엔지니어,JavaScript/TypeScript,학사,중견기업 (300~1000명),9620
2,프론트엔드,Go,석사,중소기업 (50~300명),5670
12,ML 엔지니어,SQL,석사,스타트업 (~50명),8610
13,데이터 엔지니어,C/C++,학사,중소기업 (50~300명),7940
12,DevOps/인프라,기타,학사,중견기업 (300~1000명),7950
23,프론트엔드,C#,학사,대기업 (1000명~),8790
10,데이터 엔지니어,C#,학사,중견기업 (300~1000명),7260
25,DevOps/인프라,SQL,고졸,스타트업 (~50명),8040
1,풀스택,Go,석사,중견기업 (300~1000명),4920
19,ML 엔지니어,SQL,박사,중소기업 (50~300명),9920
15,백엔드,SQL,고졸,대기업 (1000명~),8400
6,ML 엔지니어,Kotlin,학사,중소기업 (50~300명),6530
5,데이터 엔지니어,JavaScript/TypeScript,학사,스타트업 (~50명),6530
18,프론트엔드,C/C++,석사,중소기업 (50~300명),7760
16,백엔드,SQL,학사,중소기업 (50~300명),6700
15,ML 엔지니어,Go,학사,스타트업 (~50명),8290
1,풀스택,JavaScript/TypeScript,석사,중견기업 (300~1000명),4850
15,데이터 분석가,JavaScript/TypeScript,학사,중견기업 (300~1000명),7630
25,백엔드,Kotlin,학사,대기업 (1000명~),9470
0,QA,Java,학사,중소기업 (50~300명),3920
12,데이터 분석가,Java,학사,스타트업 (~50명),7200
12,QA,Kotlin,학사,중소기업 (50~300명),7210
23,프론트엔드,JavaScript/TypeScript,학사,중소기업 (50~300명),8440
7,프론트엔드,Kotlin,학사,스타트업 (~50명),5810
12,데이터 엔지니어,C#,석사,대기업 (1000명~),8410
18,데이터 엔지니어,기타,학사,대기업 (1000명~),7990
1,DevOps/인프라,C#,석사,스타트업 (~50명),5710
20,QA,SQL,학사,중견기업 (300~1000명),7420
21,DevOps/인프라,SQL,석사,중견기업 (300~1000명),8600
18,프론트엔드,Java,학사,중소기업 (50~300명),7120
16,풀스택,기타,석사,중견기업 (300~1000명),7720
19,QA,Kotlin,학사,스타트업 (~50명),7560
20,데이터 분석가,Python,고졸,스타트업 (~50명),7390
23,DevOps/인프라,Python,학사,대기업 (1000명~),9780
11,데이터 엔지니어,JavaScript/TypeScript,고졸,중견기업 (300~1000명),7420
11,백엔드,Python,석사,중소기업 (50~300명),7080
16,데이터 분석가,C/C++,박사,중소기업 (50~300명),8120
5,DevOps/인프라,기타,석사,대기업 (1000명~),7610
22,데이터 엔지니어,C#,학사,중소기업 (50~300명),8740
20,프론트엔드,Python,석사,대기업 (1000명~),8510
16,프론트엔드,C#,석사,대기업 (1000명~),8200
7,DevOps/인프라,Java,학사,중소기업 (50~300명),6690
9,QA,SQL,학사,중견기업 (300~1000명),6890
11,ML 엔지니어,Python,학사,중견기업 (300~1000명),7310
17,백엔드,Kotlin,고졸,중견기업 (300~1000명),8330
