브랜드,차종,연식,주행거리_만km,연료,사고이력,가격_만원
벤츠,SUV,2012,26.3,디젤,무사고,690.0
기아,대형,2012,28.3,LPG,무사고,540.0
제네시스,SUV,2011,29.6,하이브리드,무사고,580.0
현대,SUV,2021,6.5,가솔린,무사고,1890.0
BMW,대형,2023,2.7,가솔린,사고이력,4870.0
폭스바겐,준중형,2012,25.1,하이브리드,무사고,380.0
폭스바겐,SUV,2019,12.4,가솔린,무사고,1500.0
기아,대형,2015,21.1,하이브리드,무사고,970.0
르노코리아,준중형,2015,18.2,가솔린,무사고,350.0
폭스바겐,중형,2008,22.8,디젤,무사고,280.0
아우디,중형,2018,13.9,하이브리드,무사고,1440.0
KG모빌리티,SUV,2016,16.7,가솔린,단순수리,540.0
벤츠,준중형,2020,3.1,하이브리드,단순수리,1940.0
KG모빌리티,SUV,2025,1.8,가솔린,단순수리,2770.0
테슬라,SUV,2025,0.8,전기,무사고,5400.0
현대,대형,2025,1.9,가솔린,무사고,4920.0
현대,SUV,2015,14.4,디젤,단순수리,570.0
현대,중형,2015,23.2,가솔린,사고이력,480.0
현대,준중형,2022,5.6,가솔린,사고이력,1050.0
아우디,SUV,2008,28.6,하이브리드,사고이력,380.0
벤츠,대형,2012,31.1,가솔린,무사고,1120.0
BMW,준중형,2014,10.8,하이브리드,무사고,860.0
쉐보레,경차,2015,22.8,가솔린,무사고,190.0
포르쉐,스포츠카,2012,18.4,디젤,무사고,2860.0
KG모빌리티,중형,2010,9.8,디젤,단순수리,280.0
KG모빌리티,중형,2012,27.9,하이브리드,무사고,360.0
포르쉐,스포츠카,2012,22.6,하이브리드,단순수리,2940.0
테슬라,전기차 전용,2015,22.8,전기,단순수리,1320.0
BMW,중형,2013,7.5,디젤,무사고,1010.0
테슬라,SUV,2024,3.7,전기,단순수리,4120.0
포르쉐,스포츠카,2018,16.6,디젤,무사고,5350.0
기아,SUV,2021,9.9,가솔린,단순수리,1470.0
현대,준중형,2009,27.9,하이브리드,무사고,200.0
아우디,대형,2026,0.0,하이브리드,사고이력,7930.0
현대,대형,2010,30.1,가솔린,무사고,460.0
BMW,중형,2025,1.1,가솔린,사고이력,4410.0
기아,전기차 전용,2020,11.9,전기,무사고,1840.0
BMW,준중형,2020,6.4,가솔린,사고이력,1410.0
현대,준중형,2018,11.6,가솔린,무사고,740.0
BMW,중형,2013,27.0,가솔린,무사고,760.0
KG모빌리티,SUV,2025,0.1,가솔린,무사고,2870.0
현대,전기차 전용,2016,20.3,전기,단순수리,880.0
볼보,SUV,2015,19.9,가솔린,무사고,930.0
기아,전기차 전용,2021,9.9,전기,무사고,2320.0
폭스바겐,중형,2016,13.8,LPG,사고이력,630.0
포르쉐,SUV,2021,10.6,가솔린,사고이력,3790.0
제네시스,SUV,2022,5.8,가솔린,무사고,2880.0
기아,경차,2018,14.8,가솔린,단순수리,290.0
제네시스,대형,2011,25.0,가솔린,무사고,850.0
벤츠,중형,2025,2.3,가솔린,무사고,5240.0
현대,준중형,2015,18.4,가솔린,무사고,390.0
르노코리아,SUV,2017,9.2,LPG,무사고,790.0
현대,준중형,2011,17.5,가솔린,무사고,270.0
르노코리아,중형,2014,18.5,LPG,무사고,400.0
기아,준중형,2023,6.9,하이브리드,단순수리,1420.0
현대,대형,2014,15.9,디젤,단순수리,750.0
제네시스,SUV,2022,7.5,하이브리드,무사고,2910.0
포르쉐,SUV,2021,9.2,디젤,단순수리,4650.0
테슬라,전기차 전용,2015,6.6,전기,무사고,1960.0
볼보,중형,2015,11.3,하이브리드,단순수리,900.0
제네시스,중형,2018,11.8,LPG,무사고,1200.0
제네시스,대형,2013,15.5,가솔린,단순수리,920.0
폭스바겐,중형,2013,13.8,가솔린,무사고,630.0
테슬라,전기차 전용,2009,9.5,전기,단순수리,730.0
기아,중형,2024,4.5,가솔린,무사고,2410.0
벤츠,SUV,2022,3.2,가솔린,단순수리,3540.0
제네시스,SUV,2008,31.0,가솔린,단순수리,370.0
BMW,대형,2021,8.0,가솔린,무사고,4250.0
현대,준중형,2016,12.7,하이브리드,단순수리,530.0
테슬라,전기차 전용,2013,12.9,전기,무사고,1140.0
볼보,중형,2013,17.3,가솔린,단순수리,590.0
아우디,대형,2019,8.6,디젤,무사고,2890.0
현대,준중형,2020,3.5,가솔린,무사고,1100.0
기아,준중형,2014,21.3,가솔린,무사고,350.0
테슬라,SUV,2015,21.0,전기,무사고,1080.0
현대,전기차 전용,2024,1.8,전기,사고이력,3350.0
포르쉐,SUV,2025,0.6,하이브리드,무사고,11660.0
현대,준중형,2011,21.2,디젤,단순수리,210.0
쉐보레,SUV,2012,14.1,디젤,무사고,370.0
벤츠,중형,2008,38.4,가솔린,사고이력,350.0
폭스바겐,중형,2016,11.1,가솔린,무사고,930.0
기아,경차,2009,32.1,LPG,무사고,150.0
기아,경차,2021,8.9,가솔린,단순수리,530.0
BMW,중형,2021,5.1,디젤,무사고,2660.0
제네시스,대형,2022,5.5,가솔린,무사고,4150.0
기아,SUV,2010,12.4,디젤,무사고,370.0
현대,준중형,2015,24.4,가솔린,무사고,420.0
기아,중형,2026,0.0,가솔린,단순수리,3330.0
테슬라,전기차 전용,2025,1.0,전기,무사고,7520.0
BMW,대형,2013,27.2,하이브리드,단순수리,1150.0
기아,경차,2012,29.5,하이브리드,무사고,160.0
테슬라,SUV,2016,17.5,전기,무사고,1090.0
기아,대형,2021,5.5,가솔린,단순수리,2630.0
BMW,대형,2026,0.1,가솔린,무사고,10090.0
아우디,준중형,2009,34.8,디젤,무사고,300.0
현대,SUV,2025,2.2,가솔린,단순수리,3150.0
KG모빌리티,SUV,2019,13.1,가솔린,사고이력,750.0
현대,경차,2026,0.0,디젤,단순수리,1150.0
르노코리아,SUV,2009,20.6,가솔린,사고이력,210.0
볼보,SUV,2025,2.9,가솔린,단순수리,4290.0
기아,대형,2015,10.8,하이브리드,무사고,1150.0
현대,대형,2024,1.8,하이브리드,단순수리,4360.0
BMW,중형,2012,29.8,디젤,무사고,640.0
제네시스,대형,2016,16.5,가솔린,단순수리,1330.0
BMW,준중형,2010,16.1,가솔린,사고이력,290.0
벤츠,준중형,2009,27.1,디젤,무사고,340.0
벤츠,준중형,2010,26.4,하이브리드,무사고,420.0
포르쉐,스포츠카,2018,11.6,가솔린,무사고,7480.0
벤츠,준중형,2026,0.2,가솔린,무사고,4930.0
현대,준중형,2018,9.7,가솔린,단순수리,640.0
포르쉐,스포츠카,2025,1.8,가솔린,무사고,22200.0
폭스바겐,SUV,2020,4.7,디젤,단순수리,1860.0
폭스바겐,준중형,2020,4.7,가솔린,단순수리,1310.0
기아,대형,2011,25.8,하이브리드,단순수리,540.0
기아,준중형,2022,5.5,가솔린,무사고,1400.0
BMW,SUV,2019,7.2,가솔린,단순수리,2240.0
쉐보레,SUV,2020,8.9,디젤,무사고,1340.0
기아,준중형,2012,25.0,LPG,무사고,250.0
현대,대형,2008,12.3,가솔린,무사고,440.0
기아,중형,2009,11.1,가솔린,무사고,320.0
테슬라,전기차 전용,2012,11.2,전기,무사고,1050.0
아우디,대형,2021,10.1,디젤,단순수리,3250.0
렉서스,중형,2018,8.5,디젤,무사고,1570.0
기아,대형,2023,1.0,가솔린,무사고,3880.0
기아,준중형,2011,27.6,디젤,단순수리,200.0
렉서스,SUV,2022,7.0,디젤,사고이력,2180.0
현대,SUV,2021,3.8,가솔린,무사고,2070.0
현대,경차,2011,25.1,하이브리드,무사고,150.0
BMW,대형,2023,1.2,가솔린,무사고,6260.0
KG모빌리티,중형,2020,6.8,가솔린,단순수리,1150.0
BMW,SUV,2025,1.8,디젤,사고이력,4030.0
BMW,SUV,2010,30.5,LPG,단순수리,450.0
KG모빌리티,SUV,2025,0.5,디젤,무사고,2620.0
기아,대형,2014,19.2,가솔린,단순수리,720.0
벤츠,대형,2014,14.3,디젤,사고이력,1130.0
현대,SUV,2016,15.0,하이브리드,단순수리,740.0
쉐보레,경차,2008,26.4,하이브리드,무사고,150.0
기아,준중형,2011,31.8,하이브리드,단순수리,240.0
벤츠,대형,2021,4.5,가솔린,사고이력,4260.0
테슬라,전기차 전용,2008,15.4,전기,무사고,550.0
아우디,대형,2008,22.5,가솔린,사고이력,490.0
기아,준중형,2010,17.3,하이브리드,사고이력,180.0
현대,경차,2020,8.2,가솔린,무사고,540.0
현대,중형,2022,4.6,가솔린,무사고,2060.0
벤츠,준중형,2024,3.0,가솔린,무사고,3430.0
쉐보레,SUV,2010,15.6,가솔린,무사고,330.0
현대,SUV,2009,17.6,디젤,무사고,300.0
볼보,중형,2017,18.7,LPG,무사고,970.0
기아,SUV,2014,24.3,가솔린,무사고,530.0
기아,중형,2016,14.6,가솔린,단순수리,630.0
아우디,대형,2022,8.7,디젤,사고이력,3450.0
현대,경차,2019,13.2,디젤,단순수리,350.0
기아,SUV,2018,11.9,디젤,무사고,1050.0
아우디,대형,2023,3.7,디젤,무사고,5500.0
현대,SUV,2018,13.7,가솔린,무사고,960.0
쉐보레,준중형,2024,4.7,가솔린,무사고,1610.0
BMW,대형,2021,8.3,디젤,사고이력,3070.0
폭스바겐,준중형,2021,4.2,하이브리드,단순수리,1500.0
현대,대형,2020,4.4,가솔린,무사고,2560.0
KG모빌리티,중형,2009,24.8,가솔린,무사고,230.0
기아,경차,2019,7.6,가솔린,단순수리,450.0
현대,준중형,2021,8.8,디젤,단순수리,910.0
테슬라,전기차 전용,2015,19.6,전기,사고이력,1090.0
벤츠,대형,2012,14.8,가솔린,단순수리,1040.0
기아,중형,2011,21.7,가솔린,사고이력,290.0
아우디,중형,2010,18.7,가솔린,무사고,520.0
현대,중형,2025,1.4,가솔린,사고이력,2500.0
아우디,준중형,2014,24.5,디젤,단순수리,520.0
벤츠,SUV,2010,31.8,LPG,무사고,520.0
기아,중형,2018,9.8,디젤,무사고,970.0
아우디,준중형,2024,2.8,가솔린,단순수리,2930.0
쉐보레,경차,2008,30.7,가솔린,무사고,150.0
기아,대형,2017,19.4,가솔린,무사고,1100.0
쉐보레,중형,2010,9.6,디젤,무사고,310.0
볼보,SUV,2010,27.5,디젤,무사고,420.0
폭스바겐,SUV,2017,5.3,가솔린,무사고,1450.0
KG모빌리티,중형,2019,13.0,하이브리드,무사고,940.0
벤츠,중형,2019,3.0,LPG,무사고,2310.0
아우디,대형,2025,1.6,디젤,무사고,7590.0
BMW,중형,2020,4.3,디젤,무사고,2360.0
기아,준중형,2024,2.2,가솔린,단순수리,1790.0
현대,전기차 전용,2011,8.7,전기,단순수리,690.0
벤츠,중형,2023,6.7,가솔린,무사고,3790.0
아우디,SUV,2018,7.6,가솔린,무사고,2040.0
BMW,준중형,2013,13.5,가솔린,무사고,610.0
벤츠,중형,2008,26.4,가솔린,무사고,420.0
쉐보레,경차,2023,4.5,가솔린,단순수리,730.0
아우디,SUV,2024,2.4,LPG,사고이력,3630.0
현대,준중형,2008,23.3,가솔린,무사고,170.0
기아,준중형,2021,5.3,가솔린,무사고,1230.0
기아,전기차 전용,2016,20.0,전기,무사고,1040.0
기아,경차,2017,11.0,가솔린,무사고,320.0
쉐보레,준중형,2019,11.1,가솔린,단순수리,670.0
폭스바겐,준중형,2011,11.9,디젤,무사고,320.0
현대,중형,2020,5.8,가솔린,무사고,1420.0
포르쉐,스포츠카,2008,12.7,가솔린,무사고,1980.0
벤츠,SUV,2015,21.9,가솔린,무사고,1170.0
볼보,대형,2023,1.5,디젤,사고이력,3940.0
아우디,SUV,2021,10.4,하이브리드,무사고,2640.0
제네시스,중형,2023,2.1,LPG,사고이력,2530.0
아우디,SUV,2010,22.0,하이브리드,무사고,550.0
벤츠,대형,2017,17.1,하이브리드,무사고,2340.0
벤츠,SUV,2013,13.5,가솔린,단순수리,860.0
아우디,중형,2012,21.9,가솔린,무사고,660.0
벤츠,중형,2026,0.0,디젤,사고이력,4890.0
제네시스,중형,2023,6.9,가솔린,단순수리,2880.0
제네시스,대형,2022,6.1,디젤,무사고,4270.0
현대,준중형,2023,4.1,하이브리드,무사고,1860.0
르노코리아,중형,2017,18.6,디젤,사고이력,450.0
기아,SUV,2008,19.3,가솔린,무사고,250.0
기아,대형,2022,3.6,하이브리드,무사고,3690.0
테슬라,전기차 전용,2008,29.6,전기,무사고,580.0
벤츠,대형,2023,5.4,디젤,무사고,5490.0
KG모빌리티,SUV,2021,3.2,가솔린,무사고,1670.0
기아,전기차 전용,2008,19.0,전기,사고이력,290.0
KG모빌리티,SUV,2018,13.2,가솔린,사고이력,730.0
쉐보레,준중형,2019,4.6,가솔린,단순수리,790.0
기아,대형,2008,9.9,가솔린,무사고,480.0
쉐보레,SUV,2022,3.3,하이브리드,단순수리,2030.0
기아,준중형,2010,10.4,디젤,무사고,240.0
기아,SUV,2012,20.3,하이브리드,단순수리,460.0
볼보,SUV,2025,2.8,가솔린,무사고,4690.0
벤츠,SUV,2009,32.1,디젤,무사고,480.0
르노코리아,SUV,2011,22.6,가솔린,무사고,330.0
제네시스,중형,2026,0.2,가솔린,무사고,5550.0
벤츠,SUV,2020,10.4,하이브리드,무사고,2880.0
테슬라,전기차 전용,2024,3.7,전기,무사고,6010.0
볼보,대형,2020,7.9,가솔린,단순수리,3040.0
기아,대형,2008,31.3,LPG,무사고,330.0
현대,SUV,2022,6.5,LPG,단순수리,1660.0
현대,전기차 전용,2024,2.0,전기,단순수리,4030.0
BMW,중형,2026,0.0,가솔린,무사고,6020.0
테슬라,SUV,2020,10.8,전기,단순수리,2130.0
벤츠,준중형,2008,36.4,가솔린,무사고,300.0
기아,중형,2010,21.3,가솔린,단순수리,280.0
현대,경차,2024,2.6,하이브리드,단순수리,1040.0
KG모빌리티,중형,2024,4.2,디젤,단순수리,1950.0
현대,경차,2016,14.0,디젤,무사고,240.0
기아,준중형,2024,4.4,하이브리드,사고이력,1560.0
현대,전기차 전용,2023,4.7,전기,사고이력,2740.0
테슬라,SUV,2019,4.2,전기,단순수리,2380.0
BMW,준중형,2012,12.2,가솔린,무사고,560.0
현대,중형,2018,7.7,LPG,사고이력,820.0
현대,대형,2021,3.8,하이브리드,무사고,3260.0
벤츠,준중형,2013,7.9,가솔린,무사고,720.0
포르쉐,스포츠카,2012,29.7,가솔린,무사고,3040.0
쉐보레,준중형,2009,16.3,디젤,무사고,160.0
르노코리아,중형,2022,1.9,하이브리드,무사고,2030.0
벤츠,SUV,2020,4.4,가솔린,단순수리,2780.0
기아,SUV,2026,0.0,하이브리드,무사고,4550.0
테슬라,전기차 전용,2009,26.7,전기,사고이력,520.0
벤츠,준중형,2019,6.2,가솔린,무사고,1660.0
볼보,SUV,2012,13.3,가솔린,사고이력,540.0
기아,대형,2026,0.3,하이브리드,단순수리,5530.0
벤츠,SUV,2019,11.6,하이브리드,무사고,2420.0
테슬라,SUV,2024,3.9,전기,무사고,4710.0
현대,중형,2021,8.5,가솔린,단순수리,1450.0
KG모빌리티,SUV,2018,6.1,가솔린,무사고,1030.0
기아,중형,2012,7.6,하이브리드,무사고,530.0
아우디,대형,2008,22.6,디젤,사고이력,440.0
테슬라,SUV,2024,4.1,전기,단순수리,4370.0
볼보,중형,2010,28.4,가솔린,무사고,410.0
제네시스,SUV,2011,14.6,디젤,무사고,530.0
기아,대형,2016,6.9,가솔린,무사고,1430.0
볼보,중형,2016,9.7,가솔린,무사고,1200.0
포르쉐,스포츠카,2018,4.5,LPG,사고이력,6230.0
기아,전기차 전용,2010,31.2,전기,무사고,470.0
기아,대형,2024,3.1,디젤,단순수리,3770.0
폭스바겐,준중형,2009,8.8,디젤,사고이력,230.0
아우디,SUV,2021,11.3,가솔린,단순수리,2420.0
벤츠,준중형,2024,1.9,가솔린,무사고,3370.0
현대,중형,2008,29.8,가솔린,무사고,220.0
쉐보레,SUV,2013,19.4,디젤,단순수리,370.0
기아,중형,2010,20.3,가솔린,무사고,290.0
기아,중형,2025,0.5,가솔린,무사고,3060.0
테슬라,SUV,2012,24.3,전기,단순수리,670.0
BMW,준중형,2013,10.4,디젤,무사고,620.0
현대,경차,2017,11.2,가솔린,단순수리,330.0
벤츠,중형,2017,16.5,디젤,무사고,1140.0
BMW,SUV,2011,25.3,가솔린,무사고,660.0
벤츠,준중형,2023,2.9,가솔린,무사고,3060.0
기아,준중형,2010,14.5,하이브리드,사고이력,200.0
쉐보레,중형,2023,3.1,가솔린,무사고,2120.0
기아,전기차 전용,2008,32.5,전기,무사고,370.0
테슬라,SUV,2019,10.6,전기,사고이력,1610.0
기아,SUV,2015,21.7,가솔린,무사고,640.0
BMW,중형,2015,10.9,가솔린,단순수리,1040.0
테슬라,SUV,2015,16.4,전기,무사고,1060.0
BMW,대형,2022,6.4,하이브리드,무사고,5790.0
제네시스,SUV,2014,22.1,가솔린,무사고,800.0
BMW,준중형,2008,13.7,가솔린,무사고,310.0
볼보,대형,2021,5.2,가솔린,무사고,3780.0
테슬라,SUV,2022,5.4,전기,단순수리,3460.0
현대,경차,2024,2.3,가솔린,단순수리,930.0
KG모빌리티,중형,2019,10.5,가솔린,단순수리,850.0
벤츠,대형,2010,21.4,LPG,단순수리,700.0
벤츠,SUV,2011,15.1,하이브리드,사고이력,660.0
현대,대형,2009,32.4,디젤,사고이력,310.0
제네시스,SUV,2024,4.0,디젤,무사고,4010.0
아우디,SUV,2025,1.3,가솔린,무사고,5860.0
포르쉐,스포츠카,2018,18.1,하이브리드,단순수리,6310.0
벤츠,대형,2020,11.7,하이브리드,무사고,3670.0
벤츠,대형,2022,8.1,가솔린,무사고,5380.0
포르쉐,SUV,2024,1.6,가솔린,사고이력,7290.0
제네시스,대형,2019,12.3,가솔린,단순수리,2450.0
BMW,중형,2010,25.3,가솔린,무사고,520.0
기아,대형,2009,18.0,가솔린,무사고,440.0
아우디,SUV,2023,4.9,하이브리드,단순수리,3920.0
현대,대형,2013,13.7,LPG,무사고,710.0
포르쉐,스포츠카,2019,7.0,가솔린,무사고,9380.0
기아,준중형,2023,2.3,가솔린,사고이력,1270.0
테슬라,SUV,2009,34.7,전기,무사고,460.0
BMW,중형,2019,10.2,LPG,사고이력,1400.0
현대,경차,2010,28.4,가솔린,무사고,150.0
제네시스,대형,2026,0.4,가솔린,무사고,8500.0
벤츠,대형,2009,18.5,하이브리드,무사고,850.0
포르쉐,스포츠카,2021,10.2,가솔린,무사고,11480.0
벤츠,준중형,2011,33.2,가솔린,단순수리,430.0
현대,전기차 전용,2021,4.1,전기,단순수리,2740.0
아우디,중형,2011,16.4,가솔린,단순수리,500.0
현대,전기차 전용,2017,15.0,전기,단순수리,1100.0
아우디,SUV,2020,9.1,가솔린,무사고,2430.0
기아,대형,2024,3.6,하이브리드,단순수리,3940.0
벤츠,준중형,2026,0.0,디젤,무사고,4480.0
BMW,준중형,2022,1.8,하이브리드,무사고,2800.0
현대,경차,2012,18.5,디젤,단순수리,150.0
볼보,중형,2012,8.8,가솔린,무사고,680.0
벤츠,대형,2013,10.6,하이브리드,무사고,1750.0
쉐보레,준중형,2015,12.3,가솔린,단순수리,370.0
테슬라,SUV,2010,18.4,전기,단순수리,500.0
현대,전기차 전용,2019,6.9,전기,단순수리,1760.0
볼보,대형,2008,36.9,디젤,사고이력,420.0
현대,SUV,2008,10.7,디젤,무사고,310.0
쉐보레,준중형,2008,15.8,가솔린,사고이력,150.0
BMW,대형,2008,12.2,디젤,단순수리,640.0
포르쉐,스포츠카,2018,17.4,가솔린,무사고,6310.0
벤츠,중형,2017,4.7,가솔린,단순수리,1720.0
현대,경차,2014,8.3,가솔린,사고이력,210.0
BMW,SUV,2017,15.0,가솔린,사고이력,1110.0
기아,전기차 전용,2015,18.5,전기,무사고,840.0
쉐보레,준중형,2010,32.0,LPG,단순수리,170.0
테슬라,전기차 전용,2012,20.9,전기,무사고,910.0
벤츠,대형,2023,1.9,가솔린,무사고,6460.0
BMW,SUV,2017,8.7,디젤,단순수리,1460.0
벤츠,중형,2020,7.8,하이브리드,무사고,2670.0
볼보,SUV,2024,4.2,가솔린,단순수리,3560.0
볼보,대형,2015,6.9,하이브리드,무사고,1960.0
현대,중형,2011,22.0,디젤,사고이력,270.0
쉐보레,중형,2018,17.1,하이브리드,무사고,820.0
현대,SUV,2022,7.9,가솔린,단순수리,1730.0
르노코리아,SUV,2020,7.4,디젤,단순수리,1180.0
KG모빌리티,중형,2021,6.6,가솔린,단순수리,1250.0
현대,경차,2025,1.4,하이브리드,사고이력,1040.0
기아,대형,2020,12.8,가솔린,사고이력,1570.0
제네시스,SUV,2026,0.7,LPG,무사고,5330.0
제네시스,중형,2024,3.8,하이브리드,단순수리,3610.0
제네시스,SUV,2010,30.6,디젤,무사고,470.0
쉐보레,준중형,2026,0.2,하이브리드,무사고,2370.0
BMW,준중형,2021,2.6,가솔린,무사고,2220.0
르노코리아,SUV,2025,1.2,가솔린,무사고,3020.0
